,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,SA12018_code,NZDep2018,NZDep2018_Score,URPopnSA1_2018,SA22018_code,SA22018_name
663,4,3.0,"Lot 2/31 Bolton Street Blockhouse Bay, Auckland",327,2200000,-36.9184693,174.6983382,7007478,39,33,24,24,33,63,Blockhouse Bay,168,7007478,3.0,934.0,219,137200,Blockhouse Bay North
664,3,2.0,"4 Trimaran Drive Gulf Harbour, Auckland",151,510000,-36.61762879999999,174.7935301,7001696,72,21,30,60,33,45,Gulf Harbour,240,7001696,3.0,919.0,258,116200,Gulf Harbour South
665,2,1.0,"604/19 Anzac Avenue Auckland Central, Auckland",56,460000,-36.8462653,174.7712726,7005510,24,96,51,18,18,27,Auckland Central,150,7005510,7.0,1003.0,234,134500,Anzac Avenue
666,3,2.0,"17 Kanuka Road Hobsonville, Auckland",259,920000,-36.7937824,174.6609445,7002295,45,24,48,15,6,12,Hobsonville,0,7002295,2.0,900.0,147,120200,Hobsonville Point
667,5,3.0,"13 Kaurimu Rise Titirangi, Auckland",985,1430000,-36.9321759,174.64532580000002,7007268,51,15,27,27,24,24,Titirangi,192,7007268,3.0,932.0,177,132500,Konini
668,5,3.0,"66 Moyrus Crescent East Tamaki, Auckland",804,2000000,-36.9393167,174.9237217,7009186,168,66,72,69,90,84,East Tamaki Heights,429,7009186,1.0,896.0,543,156300,East Tamaki Heights
669,4,2.0,"5 Piccolo Court Kumeu, Auckland",400,860000,-36.7633771,174.5496311,7002191,54,21,24,30,24,36,Kumeu,153,7002191,3.0,929.0,189,116100,Kumeu Rural East
670,3,1.0,"47 Simkin Avenue St Johns, Auckland",696,980000,-36.874750299999995,174.8437367,7006325,45,51,33,27,24,36,Saint Johns,204,7006325,8.0,1064.0,210,144500,Saint Johns East
671,4,3.0,"54a Codrington Crescent Mission Bay, Auckland",1459,3175000,-36.85577429999999,174.83238469999998,7006173,39,15,12,18,21,36,Mission Bay,135,7006173,1.0,893.0,147,141100,Mission Bay
672,5,3.0,"45 Taunton Terrace Blockhouse Bay, Auckland",305,2025000,-36.9316491,174.6961315,7007500,33,18,24,15,21,39,Blockhouse Bay,153,7007500,5.0,959.0,153,138900,Blockhouse Bay South
673,3,2.0,"30b Rangiatea Road Epsom, Auckland",142,1550000,-36.8949982,174.7707909,7005621,48,30,27,33,27,21,Epsom,171,7005621,4.0,949.0,192,140800,Epsom Central-South
674,4,3.0,"33 Bayvista Drive Karaka, Auckland",741,1700000,-37.083594,174.91935159999997,7010004,102,33,54,60,48,36,Karaka,3,7010004,1.0,877.0,333,163400,Karaka Lakes
675,5,3.0,"28 Bayvista Drive Karaka, Auckland",553,1425000,-37.083399299999996,174.920226,7010004,102,33,54,60,48,36,Karaka,3,7010004,1.0,877.0,333,163400,Karaka Lakes
676,2,1.0,"2/12 Blueridge Close Sunnyvale, Auckland",70,505000,-36.89307279999999,174.63626090000002,7004016,60,30,33,24,21,39,Sunnyvale,171,7004016,9.0,1083.0,201,129100,Sunnyvale East
677,3,1.0,"434 Porchester Road Randwick Park, Auckland",859,560000,-37.026097,174.92365700000002,7009960,108,48,54,30,27,48,Randwick Park,201,7009960,9.0,1085.0,309,161000,Randwick Park East
678,3,2.0,"2/183 Jervois Road Herne Bay, Auckland",195,1825000,-36.8459057,174.7333068,7004875,15,21,27,24,27,66,Herne Bay,183,7004875,3.0,930.0,174,129700,Herne Bay
679,4,3.0,"7a Auckland Road St Heliers, Auckland",305,2850000,-36.8517202,174.8523981,7006411,30,15,15,18,27,75,St Heliers,168,7006411,3.0,934.0,174,142700,Saint Heliers West
680,4,2.0,"2 Totara Haeata Lane Flat Bush, Auckland",155,3375000,-36.983582500000004,174.9092662,7009103,99,84,90,30,18,18,Flat Bush,84,7009103,6.0,984.0,336,158300,Hilltop (Auckland)
681,4,2.0,"8 Totara Haeata Lane Flat Bush, Auckland",183,810000,-36.983582500000004,174.9092662,7009103,99,84,90,30,18,18,Flat Bush,84,7009103,6.0,984.0,336,158300,Hilltop (Auckland)
682,2,1.0,"65 Glen Brook Road Omiha, Auckland",830,850000,-36.8154295,175.0615949,7003383,42,15,21,33,36,60,Omiha,153,7003383,7.0,1019.0,216,151700,Waiheke East
683,4,2.0,"21 Gavinike Place Waimauku, Auckland",1507,1200000,-36.7715362,174.4831794,7002146,39,9,33,18,21,24,Waimauku,81,7002146,1.0,875.0,141,114200,Waimauku
684,4,2.0,"3/23 Waiatarua Road Remuera, Auckland",194,1425000,-36.8754454,174.8215719,7006074,78,15,24,51,27,21,Remuera,204,7006074,2.0,909.0,207,142400,Remuera East
685,4,2.0,"19 Mataoho Lane Mangere, Auckland",505,790000,-36.964149600000006,174.8227791,7008184,165,60,66,45,39,39,Mangere East,279,7008184,10.0,1157.0,420,150800,Sutton Park
686,4,2.0,"242 Jones Road Hunua, Auckland",213,1050000,-37.07142,175.03724259999998,7010278,39,15,18,24,33,21,Hunua,135,7010278,3.0,930.0,144,162300,Ardmore
687,4,2.0,"116 Simmental Crescent Somerville, Auckland",619,1325000,-36.9172991,174.93491219999999,7009262,30,12,15,15,15,33,Somerville,105,7009262,2.0,903.0,120,153800,Somerville
688,4,2.0,"3 Bledisloe Street Cockle Bay, Auckland",822,970000,-36.905038,174.9367021,7007012,60,18,27,33,9,15,Cockle Bay,147,7007012,2.0,910.0,168,153400,Cockle Bay
689,4,2.0,"72a Anzac Road Pukekohe, Auckland",505,980000,-37.2216763,174.8968726,7010517,51,21,27,24,30,54,Pukekohe,174,7010517,4.0,954.0,204,165900,Cloverlea (Pukekohe)
690,3,2.0,"17 Old Wairoa Road Papakura, Auckland",350,710000,-37.05657,174.94405759999998,7010105,63,24,42,18,21,33,Papakura,180,7010105,8.0,1054.0,201,163000,Papakura North
691,5,3.0,"102b Mellons Bay Road Mellons Bay, Auckland",751,2100000,-36.8878635,174.93162780000003,7006938,54,21,18,33,36,42,Mellons Bay,138,7006938,2.0,911.0,207,150600,Mellons Bay
692,4,2.0,"18b Vardon Road Green Bay, Auckland",542,1175000,-36.932101200000005,174.68015659999998,7007452,42,15,15,21,21,27,Green Bay,141,7007452,6.0,991.0,144,138000,Green Bay South
693,7,2.0,"12 Waima Street Grey Lynn, Auckland",357,1120000,-36.8635176,174.7506549,7005119,15,48,45,9,9,12,Grey Lynn,114,7005119,4.0,939.0,141,133500,Grey Lynn East
694,4,3.0,"12 Monmouth Street, Auckland",334 mÂ²,1700000,-36.862700200000006,174.7505971,7005119,15,48,45,9,9,12,Grey Lynn,114,7005119,4.0,939.0,141,133500,Grey Lynn East
695,5,4.0,"58a Reelick Avenue Pakuranga, Auckland",376,1800000,-36.915095,174.8971716,7006764,51,24,30,27,9,33,Pakuranga Heights,192,7006764,7.0,1002.0,174,150700,Pakuranga Heights East
696,5,3.0,"5/48 Mays Road Onehunga, Auckland",287,1175000,-36.9170093,174.79789230000003,7007984,30,15,21,9,15,15,Onehunga,105,7007984,9.0,1127.0,108,145600,Te Papapa
697,5,2.0,"4/48 Mays Road, Auckland",292 mÂ²,1175000,-36.9170093,174.79789230000003,7007984,30,15,21,9,15,15,Onehunga,105,7007984,9.0,1127.0,108,145600,Te Papapa
698,3,2.0,"8 Rostrevor Avenue Epsom, Auckland",121,1600000,-36.903153,174.7682399,7005476,30,18,9,24,18,18,Epsom,108,7005476,5.0,964.0,123,141700,Epsom South
699,3,1.0,"105 Waitakere Road Waitakere, Auckland",911,960000,-36.8527977,174.54429869999998,7003424,78,39,33,45,24,12,Waitakere,204,7003424,4.0,941.0,231,118000,Waitakere
700,4,1.0,"158 Wordsworth Road Manurewa, Auckland",607,570000,-37.0246359,174.8718344,7009576,78,30,24,24,21,21,Manurewa,189,7009576,10.0,1241.0,198,159900,Rowandale West
701,4,2.0,"64a Haseler Crescent Mellons Bay, Auckland",800,1550000,-36.886546200000005,174.9237292,7006896,54,27,18,21,54,54,Howick,237,7006896,4.0,943.0,231,150400,Howick West
702,3,1.0,"192 Kitchener Road Pukekohe, Auckland",1095,860000,-37.2182453,174.895161,7010516,33,18,18,21,33,39,Pukekohe,165,7010516,3.0,926.0,171,165900,Cloverlea (Pukekohe)
703,5,2.0,"13 Tampin Road Hill Park, Auckland",900,840000,-37.0117347,174.89435980000002,7009765,60,36,39,24,30,18,Manurewa,156,7009765,8.0,1035.0,207,159600,Hillpark North
704,5,4.0,"43 Riverlea Avenue Pakuranga, Auckland",1298,2750000,-36.9079754,174.8636067,7006614,45,15,27,24,30,72,Pakuranga,213,7006614,2.0,911.0,213,148100,Sunnyhills West-Pakuranga North
705,4,2.0,"13 Siena Place Te Atatu Peninsula, Auckland",509,1080000,-36.8443017,174.6548741,7004212,27,15,24,21,27,24,Te Atatu Peninsula,135,7004212,3.0,929.0,144,125300,Te Atatu Peninsula East
706,3,2.0,"3/28 Ireland Road Panmure, Auckland",604,1000000,-36.900176,174.8490858,7006464,24,39,24,12,12,27,Mount Wellington,141,7006464,7.0,1016.0,141,147100,Panmure East
707,3,2.0,"41 Sanremo Lane Stanmore Bay, Auckland",347,770000,-36.633540100000005,174.7350362,7001648,24,24,12,30,27,27,Stanmore Bay,24,7001648,7.0,1005.0,156,114900,Whangaparoa Central
708,2,2.0,"21a Madill Street Tuakau, Auckland",362,580000,-37.260459399999995,174.9502378,7011006,69,18,33,30,24,45,Tuakau,213,7011006,10.0,1139.0,213,170000,Tuakau North
709,3,2.0,"125 Charles Prevost Drive The Gardens, Auckland",752,890000,-37.0037766,174.9192676,7009935,63,21,21,45,36,57,The Gardens,240,7009935,1.0,894.0,246,159300,The Gardens (Auckland)
710,4,3.0,"160 Hutchinson Avenue New Lynn, Auckland",362,1105000,-36.921209399999995,174.673548,7007379,36,30,36,24,24,24,New Lynn,120,7007379,4.0,948.0,171,136500,New Lynn South
711,2,1.0,"8b Budgen Street Mount Roskill, Auckland",73,620000,-36.9237379,174.7333768,7007621,24,36,15,24,18,21,Mount Roskill,123,7007621,6.0,989.0,138,141300,Mount Roskill South
712,3,1.0,"13 La Perouse Street Botany Downs, Auckland",713,940000,-36.907574,174.9217784,7009119,78,39,27,48,45,39,Botany Downs,240,7009119,5.0,956.0,282,152900,Botany Downs East
713,2,1.0,"403/17 Putney Way Manukau, Auckland",43,380000,-36.9930125,174.87844990000002,7008786,21,39,36,24,21,24,Manukau,141,7008786,8.0,1046.0,168,155500,Manukau Central
714,2,1.0,"605/17 Putney Way Manukau, Auckland",45,385000,-36.9930125,174.87844990000002,7008786,21,39,36,24,21,24,Manukau,141,7008786,8.0,1046.0,168,155500,Manukau Central
715,5,2.0,"22 Pinedale Place Henderson, Auckland",665,880000,-36.8687518,174.62545749999998,7003863,54,33,30,27,30,39,Henderson,186,7003863,9.0,1072.0,210,125700,Henderson Lincoln South
716,2,1.0,"81 Maungarei Road Remuera, Auckland",221,840000,-36.885465,174.816169,7006100,39,24,27,27,18,39,Remuera,162,7006100,5.0,966.0,174,143100,Remuera Abbotts Park
717,8,5.0,"125 Thomas Road Flat Bush, Auckland",378,1360000,-36.985085999999995,174.91392380000002,7009108,18,18,12,15,18,18,Flat Bush,108,7009108,6.0,995.0,99,158300,Hilltop (Auckland)
718,5,3.0,"23 Onemana Way Te Atatu Peninsula, Auckland",664,1790000,-36.838611900000004,174.66054630000002,7004208,33,18,15,9,24,27,Te Atatu Peninsula,138,7004208,3.0,933.0,120,125300,Te Atatu Peninsula East
719,4,2.0,"28a Hoskins Avenue Hillsborough, Auckland",906,1125000,-36.929367600000006,174.7568343,7007737,30,18,12,24,21,12,Hillsborough,117,7007737,2.0,918.0,129,143600,Hillsborough South (Auckland)
720,3,2.0,"11a Dell Avenue Remuera, Auckland",397,1875000,-36.8712071,174.8066445,7005976,42,15,21,24,33,36,Remuera,156,7005976,2.0,905.0,180,140500,Remuera North
721,3,1.0,"108 Riversdale Road Avondale, Auckland",470,725000,-36.895174600000004,174.6804551,7004343,66,42,39,36,18,21,Avondale,240,7004343,8.0,1052.0,225,131700,Avondale West (Auckland)
722,3,2.0,"10 Davington Way Burswood, Auckland",562,1025000,-36.922313700000004,174.8937192,7008926,63,51,57,39,45,78,Burswood,342,7008926,4.0,949.0,336,152500,Burswood
723,5,3.0,"129 Point View Drive East Tamaki, Auckland",5340,1875000,-36.9455156,174.92614790000002,7006957,45,27,21,24,24,39,East Tamaki Heights,153,7006957,3.0,934.0,186,157100,Turanga
724,5,3.0,"19 Murrayfield Lane The Gardens, Auckland",507,910000,-37.011177200000006,174.91711980000002,7009944,60,24,33,27,21,18,Manurewa,183,7009944,3.0,937.0,186,160400,Alfriston
725,4,2.0,"8 Murrayfield Lane The Gardens, Auckland",403,860000,-37.0107023,174.9174573,7009944,60,24,33,27,21,18,Manurewa,183,7009944,3.0,937.0,186,160400,Alfriston
726,5,2.0,"3 Fishermans Cove Army Bay, Auckland",605,1150000,-36.6045094,174.7932875,7001682,45,24,18,33,27,48,Army Bay,159,7001682,3.0,926.0,189,116000,Army Bay
727,4,3.0,"6 Deepak Lane Papatoetoe, Auckland",184,860000,-36.975556,174.836166,7008313,57,45,33,24,24,24,Papatoetoe,147,7008313,7.0,1011.0,207,154200,Aorere South
728,3,1.0,"22 Rivendell Place Warkworth, Auckland",714,770000,-36.401192200000004,174.6712341,7001301,6,12,6,9,12,72,Warkworth,132,7001301,8.0,1058.0,120,111300,Warkworth East
729,3,1.0,"39a Goodwin Drive Rosehill, Auckland",492,600000,-37.083348799999996,174.9381973,7010086,54,27,27,30,12,21,Rosehill,150,7010086,9.0,1101.0,174,163700,Rosehill
730,2,1.0,"6/17 Waitangi Road Onehunga, Auckland",82,530000,-36.9133821,174.80134980000003,7008075,69,30,36,30,18,24,Onehunga,219,7008075,9.0,1106.0,210,145200,Oranga
731,2,2.0,"8 Omanawa Lane Great Barrier Island, Auckland",8638,650000,-36.305955,175.4924245,7001135,30,21,21,21,39,69,Great Barrier Island (Aotea Island),177,7001135,9.0,1107.0,201,111800,Barrier Islands
732,3,2.0,"21 Denarius Lane Glendene, Auckland",352,570000,-36.8886106,174.6563372,7004225,33,24,27,18,15,18,Glendene,87,7004225,7.0,1021.0,144,128900,Glendene North
733,2,1.0,"9a/8 Quay Street Auckland Central, Auckland",91,680000,-36.8478196,174.78071359999998,7005655,78,204,177,45,15,12,Auckland Central,285,7005655,9.0,1082.0,534,133300,Quay Street-Customs Street
734,5,3.0,"117 Valley Road Pukekohe, Auckland",722,990000,-37.1867797,174.9166046,7010545,45,12,15,24,21,18,Pukekohe,135,7010545,7.0,1029.0,141,165400,Anselmi Ridge
735,4,2.0,"54 Belmont Road Pukekohe, Auckland",352,690000,-37.20566029999999,174.88080380000002,7010462,27,12,12,15,12,21,Pukekohe,96,7010462,7.0,1011.0,96,165000,Puni
736,5,4.0,"39 Spencer Street Remuera, Auckland",683,1975000,-36.868911700000005,174.797773,7005827,33,12,6,24,15,15,Remuera,93,7005827,3.0,937.0,108,140000,Remuera Waitaramoa
737,5,2.0,"37A Spencer Street, Auckland",377 mÂ²,2350000,-36.8690673,174.7978168,7005827,33,12,6,24,15,15,Remuera,93,7005827,3.0,937.0,108,140000,Remuera Waitaramoa
738,3,2.0,"44 Rewa Road Maraetai, Auckland",1198,1100000,-36.8850429,175.041516,7007085,36,18,12,24,18,27,Maraetai,132,7007085,2.0,916.0,132,157400,Maraetai
739,4,1.0,"53 Cargill Street Papakura, Auckland",1136,610000,-37.0565761,174.9642808,7010227,48,21,27,12,18,21,Papakura,147,7010227,9.0,1101.0,150,163500,Papakura Kelvin
740,4,3.0,"58 Churchill Road Cockle Bay, Auckland",860,1750000,-36.9014009,174.9468893,7007005,39,12,18,21,24,30,Cockle Bay,135,7007005,1.0,879.0,150,153400,Cockle Bay
741,3,1.0,"29 Rena Place West Harbour, Auckland",326,910000,-36.8228391,174.6281755,7003786,120,42,30,33,24,18,West Harbour,240,7003786,10.0,1245.0,264,119800,West Harbour West
742,2,1.0,"1a/10 Laxon Terrace Remuera, Auckland",130,940000,-36.8666809,174.78046819999997,7005703,24,30,24,12,24,18,Remuera,129,7005703,4.0,952.0,138,138500,Newmarket
743,2,1.0,"51 Weymouth Road Manurewa, Auckland",908,550000,-37.025779,174.8907126,7009667,66,30,33,21,21,18,Manurewa,174,7009667,10.0,1154.0,183,160100,Manurewa Central
744,5,4.0,"54 Sayegh Street St Heliers, Auckland",1358,3125000,-36.8603271,174.851155,7006406,51,27,30,27,24,27,St Heliers,174,7006406,2.0,904.0,177,142700,Saint Heliers West
745,4,2.0,"8/59 Favona Road Favona, Auckland",138,570000,-36.950408200000005,174.8067565,7008081,105,39,42,45,33,21,Favona,234,7008081,9.0,1126.0,294,148200,Favona North
746,3,1.0,"20 Cargill Street Papakura, Auckland",746,560000,-37.05679179999999,174.96605369999997,7010228,87,39,39,36,33,27,Papakura,219,7010228,10.0,1204.0,261,163500,Papakura Kelvin
747,3,1.0,"36 Bellfield Road Papakura, Auckland",732,690000,-37.0778044,174.9465959,7010140,42,27,30,27,24,33,Opaheke,177,7010140,5.0,973.0,180,164000,Opaheke
748,3,1.0,"13 Poutini Place Manurewa, Auckland",610,530000,-37.0268476,174.86908480000002,7009475,96,42,33,18,36,18,Manurewa,216,7009475,10.0,1198.0,243,159900,Rowandale West
749,4,2.0,"29 Brightwell Street Papakura, Auckland",311,300000,-37.051279799999996,174.9619612,7010161,54,27,36,12,15,9,Papakura,123,7010161,9.0,1089.0,150,163300,Papakura North East
750,3,1.0,"15 Kindergarten Drive Conifer Grove, Auckland",862,630000,-37.0458133,174.9145655,7009918,75,24,33,21,21,24,Conifer Grove,177,7009918,8.0,1030.0,195,161900,Conifer Grove East
751,3,1.0,"19 Kitewaho Road Swanson, Auckland",1396,885000,-36.8786421,174.5495642,7003427,78,24,27,48,42,48,Swanson,210,7003427,2.0,899.0,267,121100,Swanson Rural
752,3,2.0,"859 Scenic Drive Swanson, Auckland",2933,980000,-36.886068200000004,174.5424633,7003427,78,24,27,48,42,48,Swanson,210,7003427,2.0,899.0,267,121100,Swanson Rural
753,5,4.0,"15 Polo Prince Drive Alfriston, Auckland",5093,1700000,-37.0061263,174.9303335,7010006,15,12,6,9,30,24,Totara Park,108,7010006,2.0,901.0,102,160400,Alfriston
754,4,2.0,"17 Calder Place Glendowie, Auckland",810,3700000,-36.8694386,174.88094519999999,7006674,33,9,9,15,21,27,Wai O Taiki Bay,129,7006674,1.0,886.0,117,145100,Glendowie South
755,5,3.0,"32 Rangitoto Avenue Remuera, Auckland",938,3125000,-36.877044399999996,174.80817340000002,7005985,30,12,6,21,24,24,Remuera,123,7005985,1.0,878.0,123,141600,Remuera Waiata
756,4,3.0,"32 Rangitoto Avenue, Auckland",938 mÂ²,3125000,-36.877044399999996,174.80817340000002,7005985,30,12,6,21,24,24,Remuera,123,7005985,1.0,878.0,123,141600,Remuera Waiata
757,4,3.0,"20a Lisburn Avenue Glendowie, Auckland",403,2575000,-36.8604098,174.878016,7006636,45,9,15,21,36,30,Glendowie,144,7006636,1.0,874.0,153,144000,Glendowie North
758,5,2.0,"2 Richard Farrell Avenue Remuera, Auckland",300,1600000,-36.8852812,174.8103013,7006007,15,27,21,6,3,21,Remuera,93,7006007,6.0,977.0,102,143100,Remuera Abbotts Park
759,5,2.0,"598 Te Atatu Road Te Atatu Peninsula, Auckland",809,1025000,-36.8382589,174.6506283,7004073,33,21,21,18,15,18,Te Atatu Peninsula,105,7004073,7.0,1013.0,135,124500,Te Atatu Peninsula Central
760,4,3.0,"4/102 Kohimarama Road Kohimarama, Auckland",251,2625000,-36.8539339,174.8373889,7006290,60,9,15,30,27,36,Kohimarama,183,7006290,1.0,875.0,174,141800,Kohimarama
761,4,2.0,"25 Moloney Terrace Pukekohe, Auckland",698,640000,-37.2014081,174.8914514,7010489,39,30,27,15,24,30,Pukekohe,162,7010489,5.0,964.0,165,165500,Pukekohe West
762,5,3.0,"56 Pine Harbour Parade Beachlands, Auckland",724,1400000,-36.887245899999996,174.9897884,7007032,48,9,12,30,30,48,Beachlands,159,7007032,1.0,861.0,174,156400,Te Puru
763,3,1.0,"2/19 Heathberry Close Papatoetoe, Auckland",80,600000,-36.9858679,174.84190130000002,7008434,78,57,51,18,15,24,Papatoetoe,210,7008434,9.0,1074.0,243,154200,Aorere South
764,2,1.0,"5/3 Koromiko Street New Lynn, Auckland",90,500000,-36.902824700000004,174.6723392,7004289,57,24,36,24,18,27,New Lynn,180,7004289,8.0,1044.0,189,132300,New Lynn North
765,5,3.0,"12 Culdaff Place Mount Roskill, Auckland",818,1300000,-36.926457299999996,174.7295618,7007622,42,24,27,21,30,30,Mount Roskill,138,7007622,5.0,961.0,174,141300,Mount Roskill South
766,3,1.0,"1/10 Hueglow Rise West Harbour, Auckland",100,660000,-36.821575200000005,174.6218255,7003776,78,45,48,36,30,21,West Harbour,246,7003776,8.0,1051.0,261,119800,West Harbour West
767,2,1.0,"29 Crescent Road West Ostend, Auckland",2256,680000,-36.7865104,175.0495212,7003375,36,15,21,36,27,45,Ostend,171,7003375,5.0,957.0,186,148700,Ostend
768,6,4.0,"15 Rashni Road Flat Bush, Auckland",377,1350000,-36.974479200000005,174.9289209,7009313,24,15,21,12,6,12,Flat Bush,45,7009313,5.0,959.0,81,158600,Ormiston East
769,6,5.0,"22 Horsefield Drive Flat Bush, Auckland",413,710000,-36.9734507,174.9263337,7009313,24,15,21,12,6,12,Flat Bush,45,7009313,5.0,959.0,81,158600,Ormiston East
770,2,1.0,"39 Albert Street Otahuhu, Auckland",696,680000,-36.9398528,174.851282,7008479,51,21,30,6,15,9,Otahuhu,114,7008479,10.0,1148.0,129,150300,Otahuhu North
771,2,2.0,"86 Hendon Avenue Mount Albert, Auckland",197,540000,-36.8983921,174.7131434,7004644,60,45,27,18,18,21,Mount Albert,192,7004644,10.0,1247.0,192,135500,Owairaka West
772,3,2.0,"53a Clarendon Road St Heliers, Auckland",216,1300000,-36.8474999,174.8624588,7006477,33,27,24,21,36,54,St Heliers,192,7006477,2.0,902.0,189,143000,Saint Heliers North
773,3,1.0,"8 Muritai Road Ostend, Auckland",893,760000,-36.793597999999996,175.0474039,7003379,24,12,15,15,30,24,Ostend,123,7003379,6.0,979.0,126,148700,Ostend
774,5,3.0,"181b Titirangi Road Titirangi, Auckland",2188,1350000,-36.9182345,174.663202,7007314,21,21,18,15,24,18,Titirangi,117,7007314,5.0,968.0,114,135400,West Lynn
775,4,3.0,"19 Karika Place Massey, Auckland",508,1125000,-36.850052500000004,174.6071215,7003528,60,48,57,33,18,33,Massey,198,7003528,6.0,983.0,255,121700,Massey West
776,4,2.0,"10 Chamberlain Road Massey, Auckland",1012,1055000,-36.847053100000004,174.6064801,7003528,60,48,57,33,18,33,Massey,198,7003528,6.0,983.0,255,121700,Massey West
777,3,1.0,"1b Titoki Street Te Atatu Peninsula, Auckland",407,860000,-36.8553172,174.6511561,7004094,48,27,27,30,18,21,Te Atatu Peninsula,144,7004094,8.0,1030.0,168,124800,Te Atatu Peninsula West
778,6,2.0,"112a Taylor Street Blockhouse Bay, Auckland",284,1350000,-36.917485600000006,174.6999272,7007477,36,12,21,33,3,33,Blockhouse Bay,105,7007477,5.0,974.0,135,137200,Blockhouse Bay North
779,5,4.0,"17 Avice Street Remuera, Auckland",516,2525000,-36.887315,174.79703590000003,7005867,24,12,6,21,33,27,Remuera,132,7005867,4.0,938.0,117,141000,Remuera South
780,3,1.0,"2/29 President Avenue Papakura, Auckland",80,440000,-37.0585226,174.9639231,7010231,90,24,30,30,15,24,Papakura,198,7010231,10.0,1279.0,216,163500,Papakura Kelvin
781,5,2.0,"8 Janese Place Weymouth, Auckland",604,620000,-37.0377352,174.8616483,7009503,99,42,39,27,18,18,Weymouth,207,7009503,10.0,1140.0,240,160200,Weymouth North
